,S.No,District,Year,Season,Crop,Rainfall(mm),Minimum Temparature(C),Maximum Temperature (C),Ph,N(Kg/Hectar),P(Kg/Hectar),K(Kg/Hectar),Zn(ppm),Fe(ppm),Cu(ppm),Mn(ppm),Irrigation(MBGL),Yield (Bales/Hectare)
1024,1025,Karimnagar,2014 - 2015,rabi,Rice,15.62857143,28.2,44.2,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,6.5,3.62
1025,1026,Karimnagar,2015 - 2016,rabi,Rice,14,28.4,44.3,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,6.5,3.19
1026,1027,Karimnagar,2016 - 2017,rabi,Rice,3.3,29.8,42.7,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,5.94,4.24
1027,1028,Karimnagar,2017 - 2018,rabi,Rice,7.771428571,19,34.8,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.04,4.21
1028,1029,Karimnagar,2018 - 2019,rabi,Rice,12.34285714,23.22,42.22,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.49,3.68
1029,1030,Karimnagar,2019 - 2020,rabi,Rice,12.12857143,10.7,45.1,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,3.53,3.91
1030,1031,Khammam,2014 - 2015,rabi,Rice,11.77142857,28.2,43.6,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.60833333333333,3.62
1031,1032,Khammam,2015 - 2016,rabi,Rice,20.14285714,28.2,43.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.60833333333333,2.66
1032,1033,Khammam,2016 - 2017,rabi,Rice,14.81904762,29.6,42.3,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.62,4.06
1033,1034,Khammam,2017 - 2018,rabi,Rice,17.70357143,23.1,35.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.85,3.77
1034,1035,Khammam,2018 - 2019,rabi,Rice,16.71428571,24.74,42.16,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.39,3.12
1035,1036,Khammam,2019 - 2020,rabi,Rice,21.10952381,14.6,45.5,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,3.88
1036,1037,Komaram bheem asifabad,2016 - 2017,rabi,Rice,7.185714286,30.1,42.9,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.3,2.57
1037,1038,Komaram bheem asifabad,2017 - 2018,rabi,Rice,12.31428571,18.2,34.7,7.6,155,15.6,285,0.49,15.62,0.39,15.21,7.47,2.72
1038,1039,Komaram bheem asifabad,2018 - 2019,rabi,Rice,11.25714286,18.3,41.0333333333333,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.95,2.35
1039,1040,Komaram bheem asifabad,2019 - 2020,rabi,Rice,19.85714286,6.6,45.5,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.14,3
1040,1041,Mahabubabad,2016 - 2017,rabi,Rice,6.642857143,29.6,42.9,7.6,260,20,330,1.56,17.3,3.92,17.5,4.77,3.2
1041,1042,Mahabubabad,2017 - 2018,rabi,Rice,9.657142857,21.3,37.2,7.6,260,20,330,1.56,17.3,3.92,17.5,5.39,3.3
1042,1043,Mahabubabad,2018 - 2019,rabi,Rice,13.18571429,21.0666666666667,41.7333333333333,7.6,260,20,330,1.56,17.3,3.92,17.5,6.94,3.5
1043,1044,Mahabubabad,2019 - 2020,rabi,Rice,9.1,12.3,45.1,7.6,260,20,330,1.56,17.3,3.92,17.5,4.23,3.37
1044,1045,Mahabubnagar,2014 - 2015,rabi,Rice,16.18571429,27.4,41.8,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.6775,2.74
1045,1046,Mahabubnagar,2015 - 2016,rabi,Rice,12.75714286,28.5,43.7,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.6775,2.17
1046,1047,Mahabubnagar,2016 - 2017,rabi,Rice,9.7,30,41.9,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.49,2.55
1047,1048,Mahabubnagar,2017 - 2018,rabi,Rice,8.757142857,20.9,34,7.5,97,35.02,268,0.75,9.8,0.71,8.8,10.66,2.95
1048,1049,Mahabubnagar,2018 - 2019,rabi,Rice,6.914285714,23.68,41.36,7.5,97,35.02,268,0.75,9.8,0.71,8.8,15.05,2.59
1049,1050,Mahabubnagar,2019 - 2020,rabi,Rice,14.37142857,11.6,45.4,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.51,3.31
1050,1051,Mancherial,2016 - 2017,rabi,Rice,9.6,31.2,43.5,7.52,128,49.4,238,1.65,11.58,2.2,16,3.89,3.7
1051,1052,Mancherial,2017 - 2018,rabi,Rice,5.85714,19.2,35.4,7.52,128,49.4,238,1.65,11.58,2.2,16,6.01,3.71
1052,1053,Mancherial,2018 - 2019,rabi,Rice,11,19.8333333333333,41.7,7.52,128,49.4,238,1.65,11.58,2.2,16,5.08,3.66
1053,1054,Mancherial,2019 - 2020,rabi,Rice,9.77143,9.1,46.2,7.52,128,49.4,238,1.65,11.58,2.2,16,3.63,4.25
1054,1055,Medak,2014 - 2015,rabi,Rice,24.7,27.1,42.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.4875,3.49
1055,1056,Medak,2015 - 2016,rabi,Rice,10.3,27.8,43.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.4875,2.86
1056,1057,Medak,2016 - 2017,rabi,Rice,3.2,27.8,40.6,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,11.74,4.13
1057,1058,Medak,2017 - 2018,rabi,Rice,5.1,19.1,34.7,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,13.95,3.44
1058,1059,Medak,2018 - 2019,rabi,Rice,5.5,22.36,41.06,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,20.71,3.22
1059,1060,Medak,2019 - 2020,rabi,Rice,13.1,10,44.4,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.55,3.74
1060,1061,Medchal-Malkajgiri,2016 - 2017,rabi,Rice,6.885714286,28.4,41.3,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,7.78,3.89
1061,1062,Medchal-Malkajgiri,2017 - 2018,rabi,Rice,10.28571429,21,35.5,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,6.57,3.93
1062,1063,Medchal-Malkajgiri,2018 - 2019,rabi,Rice,14.78571429,20.3,40.2,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,13.23,3.36
1063,1064,Medchal-Malkajgiri,2019 - 2020,rabi,Rice,7.528571429,11.5,43.8,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,9.12,3.45
1064,1065,Mulug,2018 - 2019,rabi,Rice,13.40571429,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,7.06,3.32
1065,1066,Mulug,2019 - 2020,rabi,Rice,14.37142857,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,5.54,3.83
1066,1067,Nagarkurnool,2016 - 2017,rabi,Rice,7.31429,28.7,41.7,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,14.84,2.33
1067,1068,Nagarkurnool,2017 - 2018,rabi,Rice,7.85714,20.8,34.1,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,11.62,3.17
1068,1069,Nagarkurnool,2018 - 2019,rabi,Rice,8.35714,20.2333333333333,40.2666666666667,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,13.07,2.66
1069,1070,Nagarkurnool,2019 - 2020,rabi,Rice,7.3,11.2,45,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,9.5,3.46
1070,1071,Nalgonda,2014 - 2015,rabi,Rice,7.042857143,29.1,45,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,9.5525,3.37
1071,1072,Nalgonda,2015 - 2016,rabi,Rice,14.55714286,29.3,43.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,9.5525,2.71
1072,1073,Nalgonda,2016 - 2017,rabi,Rice,13.94761905,30,42.6,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.06,3.51
1073,1074,Nalgonda,2017 - 2018,rabi,Rice,15.23928571,23.3,36.3,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.64,3.17
1074,1075,Nalgonda,2018 - 2019,rabi,Rice,13.96571429,24.82,42.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,12.93,3.29
1075,1076,Nalgonda,2019 - 2020,rabi,Rice,14.25714286,12.4,46.7,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.58,3.44
1076,1077,Narayanpet,2018 - 2019,rabi,Rice,13.28285714,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,13.2,2.59
1077,1078,Narayanpet,2019 - 2020,rabi,Rice,12.23333333,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,9.44,3.37
1078,1079,Nirmal,2016 - 2017,rabi,Rice,2.514285714,29,42.3,7.45,178,19.7,331,0.35,19.1,0.99,10.36,5.58,3.03
1079,1080,Nirmal,2017 - 2018,rabi,Rice,12.34285714,18.5,35.6,7.45,178,19.7,331,0.35,19.1,0.99,10.36,9.42,3.73
1080,1081,Nirmal,2018 - 2019,rabi,Rice,4.214285714,18.4,41.4333333333333,7.45,178,19.7,331,0.35,19.1,0.99,10.36,8.96,3.45
1081,1082,Nirmal,2019 - 2020,rabi,Rice,6.257142857,7.7,46.4,7.45,178,19.7,331,0.35,19.1,0.99,10.36,6.29,3.87
1082,1083,Nizamabad,2014 - 2015,rabi,Rice,24.1833,27.9,43.7,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,8.4475,3.8
1083,1084,Nizamabad,2015 - 2016,rabi,Rice,10.05,29.4,44.6,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,8.4475,3.07
1084,1085,Nizamabad,2016 - 2017,rabi,Rice,3.03333,29.9,43,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.7,4.16
1085,1086,Nizamabad,2017 - 2018,rabi,Rice,8.15,19.4,35.8,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,9.33,4.06
1086,1087,Nizamabad,2018 - 2019,rabi,Rice,3.16667,23.5,42.52,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,11.28,3.96
1087,1088,Nizamabad,2019 - 2020,rabi,Rice,11.0167,10.9,45.5,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.48,4.03
1088,1089,Peddapalli,2016 - 2017,rabi,Rice,4.942857143,30.2,42.9,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,6.06,4.36
1089,1090,Peddapalli,2017 - 2018,rabi,Rice,10.34285714,19.5,35.8,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,8.95,4.09
1090,1091,Peddapalli,2018 - 2019,rabi,Rice,10.68571429,20.1,41.5666666666667,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,7.31,3.89
1091,1092,Peddapalli,2019 - 2020,rabi,Rice,9.585714286,10.6,46,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,5.32,4.08
1092,1093,Rajanna Sircilla,2016 - 2017,rabi,Rice,3.414285714,28.5,42.8,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,7.19,3.99
1093,1094,Rajanna Sircilla,2017 - 2018,rabi,Rice,9.071428571,17.6,36.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,12.29,3.23
1094,1095,Rajanna Sircilla,2018 - 2019,rabi,Rice,9.985714286,18.6,41.4666666666667,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,14.18,3.52
1095,1096,Rajanna Sircilla,2019 - 2020,rabi,Rice,14.82857143,9.7,45.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,5.61,3.95
1096,1097,Rangareddy,2014 - 2015,rabi,Rice,19.75714286,27.6,41.4,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.7275,2.79
1097,1098,Rangareddy,2015 - 2016,rabi,Rice,16.98571429,27.4,43.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.7275,2.37
1098,1099,Rangareddy,2016 - 2017,rabi,Rice,6.842857143,28,40.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,14.12,3.09
1099,1100,Rangareddy,2017 - 2018,rabi,Rice,11.92857143,22.2,35.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,9.78,3.12
1100,1101,Rangareddy,2018 - 2019,rabi,Rice,9.842857143,23.3,40.8,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,17.55,1.92
1101,1102,Rangareddy,2019 - 2020,rabi,Rice,10.14285714,11.3,43.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.46,2.75
1102,1103,Sangareddy,2016 - 2017,rabi,Rice,2.414285714,29.6,42.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.21,4.65
1103,1104,Sangareddy,2017 - 2018,rabi,Rice,8.1,18.9,33.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.11,4.45
1104,1105,Sangareddy,2018 - 2019,rabi,Rice,7.442857143,19.7,40.1666666666667,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,18.96,2.73
1105,1106,Sangareddy,2019 - 2020,rabi,Rice,11.14285714,10.6,45.3,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,16.89,3.13
1106,1107,Siddipet,2016 - 2017,rabi,Rice,4.3,28.6,41.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.96,3.87
1107,1108,Siddipet,2017 - 2018,rabi,Rice,7.4,21.4,34.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,11.41,3.74
1108,1109,Siddipet,2018 - 2019,rabi,Rice,12.98571429,19.8666666666667,40.1333333333333,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,17.19,2.39
1109,1110,Siddipet,2019 - 2020,rabi,Rice,11.64285714,9.6,44.4,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.52,3.8
1110,1111,Suryapet,2016 - 2017,rabi,Rice,10.91428571,29.6,42.6,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,6.62,3.69
1111,1112,Suryapet,2017 - 2018,rabi,Rice,12.80357143,24.3,36.2,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.11,3.74
1112,1113,Suryapet,2018 - 2019,rabi,Rice,11.68571429,22.4,41.5333333333333,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.26,3.6
1113,1114,Suryapet,2019 - 2020,rabi,Rice,12.7047619,13.3,45.8,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,5.58,3.63
1114,1115,Vikarabad,2016 - 2017,rabi,Rice,4.942857143,27.6,41.2,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,9.47,2.65
1115,1116,Vikarabad,2017 - 2018,rabi,Rice,9.5,18.4,34,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,10.14,3.3
1116,1117,Vikarabad,2018 - 2019,rabi,Rice,5.585714286,18.8666666666667,39.9666666666667,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,16.86,2.84
1117,1118,Vikarabad,2019 - 2020,rabi,Rice,10.25714286,10.6,44.7,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,12.25,3.55
1118,1119,Wanaparthy,2016 - 2017,rabi,Rice,5.8,28.7,41.7,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,8.04,2.88
1119,1120,Wanaparthy,2017 - 2018,rabi,Rice,5.91429,21.5,33.9,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,6.13,2.82
1120,1121,Wanaparthy,2018 - 2019,rabi,Rice,7.45714,21.4,40.0333333333333,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,5.79,2.82
1121,1122,Wanaparthy,2019 - 2020,rabi,Rice,7.08571,14,44.5,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,3.58,3.32
1122,1123,Warangal,2014 - 2015,rabi,Rice,27.617,27.5,43.5,7.56,209,49,552,1.24,24.42,1.87,9.59,6.05,3.34
1123,1124,Warangal,2015 - 2016,rabi,Rice,12.4667,28.7,44.1,7.56,209,49,552,1.24,24.42,1.87,9.59,6.05,3.16
1124,1125,Warangal,2016 - 2017,rabi,Rice,3.93333,30,42.3,7.56,209,49,552,1.24,24.42,1.87,9.59,5.88,3.98
1125,1126,Warangal,2017 - 2018,rabi,Rice,13.8667,20.7,35,7.56,209,49,552,1.24,24.42,1.87,9.59,6.63,3.23
1126,1127,Warangal,2018 - 2019,rabi,Rice,13.1667,23.66,41.92,7.56,209,49,552,1.24,24.42,1.87,9.59,7.84,3.45
1127,1128,Warangal,2019 - 2020,rabi,Rice,15.6167,11.4,44.7,7.56,209,49,552,1.24,24.42,1.87,9.59,3.85,3.78
1128,1129,Hanumakonda,2016 - 2017,rabi,Rice,0.84286,29,43.1,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,5.88,3.77
1129,1130,Hanumakonda,2017 - 2018,rabi,Rice,13.0143,20.1,34.6,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,6.63,4.24
1130,1131,Hanumakonda,2018 - 2019,rabi,Rice,12.5857,19.5666666666667,40.8666666666667,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,7.84,3.28
1131,1132,Hanumakonda,2019 - 2020,rabi,Rice,15.0429,9.6,44.9,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,3.85,3.8
1132,1133,Yadadri Bhuvanagiri,2016 - 2017,rabi,Rice,5.171428571,28.3,41.8,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.41,3.84
1133,1134,Yadadri Bhuvanagiri,2017 - 2018,rabi,Rice,11.28571429,20,35.1,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.58,3.62
1134,1135,Yadadri Bhuvanagiri,2018 - 2019,rabi,Rice,6.571428571,20.1666666666667,40.7,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,13.64,3.53
1135,1136,Yadadri Bhuvanagiri,2019 - 2020,rabi,Rice,11.27142857,12.2,45.2,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.6,3.55
